"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_item_heavens_halberd_3_Lore"	"This halberd moves at the speed of a small blade, allowing the owner to win in those duels where a heavier weapon would not cope."
		"DOTA_Tooltip_ability_item_heavens_halberd_3_bonus_evasion"	"%+$evasion"
		"DOTA_Tooltip_ability_item_heavens_halberd_3_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_heavens_halberd_3_status_resistance"	"%+to resistance to effects"
		"DOTA_Tooltip_ability_item_heavens_halberd_3_hp_regen_amp"	"%+ to health from restoration and vampirism"
		
		"DOTA_Tooltip_modifier_heavens_halberd_3_buff"	"Maim"
		"DOTA_Tooltip_modifier_heavens_halberd_3_buff_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_modifier_heavens_halberd_3_debuff"	"Disarmed"
		"DOTA_Tooltip_modifier_heavens_halberd_3_debuff_Description"	"Disarmed by the Heaven's Halberd artifact, unable to attack."
		
		"DOTA_Tooltip_ability_item_abyssal_blade_2"	"ABYSSAL BLADE 2"
		"DOTA_Tooltip_ability_item_abyssal_blade_2_Description"	"<h1>Active: Overwhelm</h1> Stuns the selected enemy for %stun_duration% seconds. <br><br>Passes through magic immunity.<br><br>Cast Range: %abilitycastrange%\n\n<h1>Passive: Bash</h1> Each attack has a chance to stun the target for %bash_duration% seconds and deal %bonus_chance_damage% physical damage. The chance depends on the owner's attack type: %bash_chance_melee%%% for melee attacks, %bash_chance_ranged%%% for ranged attacks.\n\n<h1>Passive: Damage Block</h1> Has a %block_chance%%% chance to block %block_damage_melee% damage from attacks if the owner is a melee hero, or %block_damage_ranged% damage if the hero is ranged."
		"DOTA_Tooltip_ability_item_abyssal_blade_2_Lore"	"The lost blade's edge pierces the enemy right into their soul."
		"DOTA_Tooltip_ability_item_abyssal_blade_2_Note0"	"Stunning is applied at close range."
		"DOTA_Tooltip_ability_item_abyssal_blade_2_Note1"	"The Bash ability does not work on hero clones and copies of Arc Warden. The effects of multiple such abilities do not stack."
		"DOTA_Tooltip_ability_item_abyssal_blade_2_Note2"	"The effects of multiple abilities that block damage do not combine."
		"DOTA_Tooltip_ability_item_abyssal_blade_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_abyssal_blade_2_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_abyssal_blade_2_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_abyssal_blade_2_bonus_strength"	"+$str"
		
		"DOTA_Tooltip_ability_item_glimmer_cape_2"	"Glimmer CAPE 2"
		"DOTA_Tooltip_ability_item_glimmer_cape_2_Description"	"<h1>Active: Glimmer</h1> After a delay of %initial_fade_delay% sec., grants invisibility, +%active_movement_speed% movement speed, and a barrier that absorbs up to %barrier_block% magic damage to the owner or a selected ally. Lasts %duration% sec. <br><br>Cast Range: %abilitycastrange%<br><br>Does not interrupt channeled abilities."
		"DOTA_Tooltip_ability_item_glimmer_cape_2_movement_speed"	"+$move_speed"
		"DOTA_Tooltip_ability_item_glimmer_cape_2_bonus_magical_armor"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_glimmer_cape_2_Lore"	"Stolen cloak of the great illusionist."
		"DOTA_Tooltip_modifier_item_glimmer_cape_2_fade"	"Glimmer Cape 2"
		"DOTA_Tooltip_modifier_item_glimmer_cape_2_fade_Description"	"Absorbs magical damage. Movement speed is increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_ability_item_glimmer_cape_3"	"Glimmer CAPE 3"
		"DOTA_Tooltip_ability_item_glimmer_cape_3_Description"	"<h1>Active: Glimmer</h1> After a delay of %initial_fade_delay% sec., grants invisibility, +%active_movement_speed% movement speed, and a barrier that absorbs up to %barrier_block% magic damage to the owner or a selected ally. Lasts %duration% sec. <br><br>Cast Range: %abilitycastrange%<br><br>Does not interrupt channeled abilities."
		"DOTA_Tooltip_ability_item_glimmer_cape_3_movement_speed"	"+$move_speed"
		"DOTA_Tooltip_ability_item_glimmer_cape_3_bonus_magical_armor"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_glimmer_cape_3_Lore"	"Stolen cloak of the great illusionist."
		"DOTA_Tooltip_modifier_item_glimmer_cape_3_fade"	"Glimmer Cape 3"
		"DOTA_Tooltip_modifier_item_glimmer_cape_3_fade_Description"	"Absorbs magical damage. Movement speed is increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_ability_item_eternal_shroud_2"	"ETERNAL SHROUD 2"
		"DOTA_Tooltip_ability_item_eternal_shroud_2_Description"	"<h1>Passive: Shroud</h1> Restores mana equal to %mana_restore_pct%%% of damage taken from enemy spells."
		"DOTA_Tooltip_ability_item_eternal_shroud_2_Lore"	"This flawless hood absorbs discord to empower its owner."
		"DOTA_Tooltip_ability_item_eternal_shroud_2_bonus_spell_resist"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_eternal_shroud_2_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_eternal_shroud_2_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_eternal_shroud_2_bonus_health_regen"	"+$hp_regen"
		
		"DOTA_Tooltip_modifier_item_eternal_shroud_2_aura"	"Aura Eternal Shroud 2"
		"DOTA_Tooltip_modifier_item_eternal_shroud_2_aura_Description"	"Increases mana regeneration and spell vamp"
		"DOTA_Tooltip_modifier_item_eternal_shroud_2_barrier"	"Shroud 2"
		"DOTA_Tooltip_modifier_item_eternal_shroud_2_barrier_Description"	"Magical shield that can block and convert up to %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% received magical damage into mana."
		
		"DOTA_Tooltip_ability_item_eternal_shroud_3"	"ETERNAL SHROUD 3"
		"DOTA_Tooltip_ability_item_eternal_shroud_3_Description"	"<h1>Passive: Shroud</h1> Restores mana equal to %mana_restore_pct%%% of damage taken from enemy spells."
		"DOTA_Tooltip_ability_item_eternal_shroud_3_Lore"	"This flawless hood absorbs discord to empower its owner."
		"DOTA_Tooltip_ability_item_eternal_shroud_3_bonus_spell_resist"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_eternal_shroud_3_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_eternal_shroud_3_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_eternal_shroud_3_bonus_health_regen"	"+$hp_regen"
		
		"DOTA_Tooltip_modifier_item_eternal_shroud_3_aura"	"Aura Eternal Shroud 3"
		"DOTA_Tooltip_modifier_item_eternal_shroud_3_aura_Description"	"Increases mana regeneration and spell vamp"
		"DOTA_Tooltip_modifier_item_eternal_shroud_3_barrier"	"Shroud 3"
		"DOTA_Tooltip_modifier_item_eternal_shroud_3_barrier_Description"	"Magical shield that can block and convert up to %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% received magical damage into mana."
		
		"DOTA_Tooltip_ability_item_holy_locket_2"	"HOLY LOCKET 2"
		"DOTA_Tooltip_ability_item_holy_locket_2_Description"	"<h1>Active: Energy Charge</h1>Instantly restores %restore_per_charge% health and mana to the selected allied creature for each charge.<br><br>Can have up to %max_charges% charges. Gains one charge every %charge_gain_timer% seconds and every time a visible enemy within %charge_radius% uses an ability.\n\n<h1>Passive: Holy Blessing</h1>All healing spells cast by the owner restore %heal_increase%%% more health.\n\n<h1>Passive: Regeneration Aura</h1>Increases health regeneration by %aura_health_regen% for all allies within %aura_radius%."
		"DOTA_Tooltip_ability_item_holy_locket_2_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_holy_locket_2_Lore"	"Coveted relic, which was long considered lost in a failed campaign."
		"DOTA_Tooltip_modifier_item_holy_locket_2_aura"	"Aura from Holy Locket"
		"DOTA_Tooltip_modifier_item_holy_locket_2_aura_Description"	"Restores %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health per second."
		
		"DOTA_Tooltip_ability_item_holy_locket_3"	"HOLY LOCKET 3"
		"DOTA_Tooltip_ability_item_holy_locket_3_Description"	"<h1>Active: Energy Charge</h1>Instantly restores %restore_per_charge% health and mana to the selected allied creature for each charge.<br><br>Can have up to %max_charges% charges. Gains one charge every %charge_gain_timer% seconds and every time a visible enemy within %charge_radius% uses an ability.\n\n<h1>Passive: Holy Blessing</h1>All healing spells cast by the owner restore %heal_increase%%% more health.\n\n<h1>Passive: Regeneration Aura</h1>Increases health regeneration by %aura_health_regen% for all allies within %aura_radius%."
		"DOTA_Tooltip_ability_item_holy_locket_3_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_holy_locket_3_Lore"	"Coveted relic, which was long considered lost in a failed campaign."
		"DOTA_Tooltip_modifier_item_holy_locket_3_aura"	"Aura from Holy Locket"
		"DOTA_Tooltip_modifier_item_holy_locket_3_aura_Description"	"Restores %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health per second."
		
		"DOTA_Tooltip_ability_item_overwhelming_blink_2"	"OVERWHELMING BLINK 2"
		"DOTA_Tooltip_ability_item_overwhelming_blink_2_Description"	"<h1>Active: Overwhelming Blink</h1> Instantly teleports to the target point within %blink_range%.<br><br>After teleporting, deals damage equal to 100 + %damage_pct%%% of the owner's strength to all enemies within %radius% and slows their movement by %movement_slow%%%, and their attack by %attack_slow%. The slow lasts for %duration% seconds.<br><br>This item cannot be used if its owner has taken damage from enemy heroes or Roshan in the last %blink_damage_cooldown% seconds."
		"DOTA_Tooltip_ability_item_overwhelming_blink_2_Lore"	"Rare mortal will hold in his hands this terrifying dagger, forged in the womb of chaos."
		"DOTA_Tooltip_ability_item_overwhelming_blink_2_Note0"	"If applied to oneself, it will move towards the allied fountain."
		"DOTA_Tooltip_ability_item_overwhelming_blink_2_Note1"	"If you use the item beyond the ability, the movement range will be 4/5 of the maximum possible."
		"DOTA_Tooltip_ability_item_overwhelming_blink_2_bonus_strength"	"+$str"
		"DOTA_Tooltip_modifier_item_overwhelming_blink_2_debuff"	"Overwhelming Blink 2"
		"DOTA_Tooltip_modifier_item_overwhelming_blink_2_debuff_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
	
		"DOTA_Tooltip_ability_item_swift_blink_2"	"SWIFT BLINK 2"
		"DOTA_Tooltip_ability_item_swift_blink_2_Description"	"<h1>Active: Swift Blink</h1> Instantly teleports to the target point within %blink_range%.<br><br>After teleporting, the owner gains +%bonus_movement%%% movement speed, +%bonus_agi_active% agility, and can pass through units for %duration% seconds.<br><br>The item cannot be used if the owner has taken damage from enemy heroes or Roshan in the last %blink_damage_cooldown% seconds."
		"DOTA_Tooltip_ability_item_swift_blink_2_Lore"	"Blade of skilled work, capable of predicting the movements of the owner and assisting him."
		"DOTA_Tooltip_ability_item_swift_blink_2_Note0"	"If applied to oneself, it will move towards the allied fountain."
		"DOTA_Tooltip_ability_item_swift_blink_2_Note1"	"If you use the item beyond the ability, the movement range will be 4/5 of the maximum possible."
		"DOTA_Tooltip_ability_item_swift_blink_2_bonus_agility"	"+$agi"
		"DOTA_Tooltip_modifier_item_swift_blink_2_buff"	"Swift Blink 2"
		"DOTA_Tooltip_modifier_item_swift_blink_2_buff_Description"	"Agility increased by %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%. Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%. Passes through other creatures."
		
		"DOTA_Tooltip_ability_item_arcane_blink_2"	"ARCANE BLINK 2"
		"DOTA_Tooltip_ability_item_arcane_blink_2_Description"	"<h1>Active: Arcane Blink</h1> Instantly teleports to the target point within %blink_range%.<br><br>Item cannot be used if its owner has taken damage from enemy heroes or Roshan in the last %blink_damage_cooldown% seconds."
		"DOTA_Tooltip_ability_item_arcane_blink_2_Lore"	"Vital tool that will help endure the costs of magical power."
		"DOTA_Tooltip_ability_item_arcane_blink_2_Note0"	"If applied to oneself, it will move towards the allied fountain."
		"DOTA_Tooltip_ability_item_arcane_blink_2_Note1"	"If you use the item beyond the ability, the movement range will be 4/5 of the maximum possible."
		"DOTA_Tooltip_ability_item_arcane_blink_2_bonus_intellect"	"+$int"
		"DOTA_Tooltip_modifier_item_arcane_blink_2_buff"	"Arcane Blink 2"
		"DOTA_Tooltip_modifier_item_arcane_blink_2_buff_Description"	"Mana cost reduced by %dMODIFIER_PROPERTY_MANACOST_PERCENTAGE_STACKING%%%. Duration of negative effects increased by %dMODIFIER_PROPERTY_STATUS_RESISTANCE_CASTER%%%. Ability usage speed reduced by %dMODIFIER_PROPERTY_CASTTIME_PERCENTAGE%%%."
		
		"DOTA_Tooltip_Ability_item_trident_aa"	"TRIDENT"
		"DOTA_Tooltip_Ability_item_trident_aa_Description"	"Combines the items Sange, Yasha, and Kaya into one."
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_spell_amp"	"%+Spell damage"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_mana_regen_amp"	"%+to increase mana regeneration"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_ms"	"%+$move_speed"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_status_res"	"%+to resistance to effects"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_heal_amp_pct"	"%+ to health from restoration and vampirism"
		"DOTA_Tooltip_Ability_item_trident_aa_bonus_spell_lifesteal_amp_pct"	"%+To increase vampirism from spells"

		"DOTA_Tooltip_Ability_item_trisula"	"TRISULA SHAKTI"
		"DOTA_Tooltip_Ability_item_trisula_Note0"				"Trisula Shakti can be built using a War Fury or Holy Book 2"
        "DOTA_Tooltip_Ability_item_trisula_Description"	        "<h1>Active: Chop Forest</h1>Destroys trees around target point\n\n<h1>Passive: Cleave</h1>Deals %cleave_damage_hero%%% of attack damage as physical damage in a radius of %cleave_range% around the target. Deals %cleave_damage_creep%%% against creeps. Deals %cleave_damage_illusion%%% against illusions. %cleave_illusion_pure%%% of damage against illusions is pure."
        "DOTA_Tooltip_Ability_item_trisula_Lore"	        "Magical weapon of the great lord Shiva. Each piece of it wields full power of the God of Creation and Destruction."
        "DOTA_Tooltip_Ability_item_trisula_bonus_damage"	"+$damage"
        "DOTA_Tooltip_Ability_item_trisula_bonus_all_stats"	"+$all"
        "DOTA_Tooltip_Ability_item_trisula_bonus_range"	"+ to attack range (ranged attack)"
        "DOTA_Tooltip_Ability_item_trisula_bonus_spell_amp"	"%+Spell damage"
        "DOTA_Tooltip_Ability_item_trisula_bonus_mana_regen_amp"	"%+to increase mana regeneration"
        "DOTA_Tooltip_Ability_item_trisula_bonus_attack_speed"	"+$attack"
        "DOTA_Tooltip_Ability_item_trisula_bonus_ms"	"%+$move_speed"
        "DOTA_Tooltip_Ability_item_trisula_bonus_status_res"	"%+to resistance to effects"
        "DOTA_Tooltip_Ability_item_trisula_bonus_heal_amp_pct"	"%+ to health from restoration and vampirism"
        "DOTA_Tooltip_Ability_item_trisula_bonus_spell_lifesteal_amp_pct"	"%+To increase vampirism from spells"

        "DOTA_Tooltip_Ability_item_bfury_2"                     "War Fury"
        "DOTA_Tooltip_Ability_item_bfury_2_Description"         "<h1>Active: Chop Tree</h1>Destroy a target tree.<br><br>Cast range: %abilitycastrange%\n\n<h1>Passive: Quell</h1>Increases attack damage against non-hero units by %quelling_bonus% for melee heroes.\n\n<h1>Passive: Cleave</h1>Deals %cleave_damage_percent%%% of attack damage as physical damage in a cone up to %cleave_distance% around the target. Deals %cleave_damage_percent_creep%%% against creeps. (Melee only)"
        "DOTA_Tooltip_Ability_item_bfury_2_Lore"                "Slay a thousand."
        "DOTA_Tooltip_Ability_item_bfury_2_bonus_damage" "+$damage"
        "DOTA_Tooltip_Ability_item_bfury_2_bonus_health_regen" "+$hp_regen"
        "DOTA_Tooltip_Ability_item_bfury_2_bonus_mana_regen" "+$mana_regen"

		"DOTA_Tooltip_modifier_item_wraith_band_custom_speed"	"Wraith Band"
		"DOTA_Tooltip_modifier_item_wraith_band_custom_speed_Description"	"Attack speed increased by <b><font color='#53ea48'>%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%</font></b>"
		
		"DOTA_Tooltip_Ability_item_wraith_band_custom"				"Wraith Band"
		"DOTA_Tooltip_ability_item_wraith_band_custom_Description"		"<h1>Active: Zeal</h1>Increases your attack speed by %speed_buf% for each Wraith Band<br><br>Duration: %duration% seconds"
		"DOTA_Tooltip_ability_item_wraith_band_custom_Lore"	"Tiara, from which a gentle whisper can be heard."
		"DOTA_Tooltip_ability_item_wraith_band_custom_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_wraith_band_custom_str"	"+$str"
		"DOTA_Tooltip_ability_item_wraith_band_custom_int"	"+$int"
		"DOTA_Tooltip_ability_item_wraith_band_custom_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_wraith_band_custom_armor"	"+$armor"
		
		"DOTA_Tooltip_modifier_item_null_talisman_custom_mana"	"Null Talisman"
		"DOTA_Tooltip_modifier_item_null_talisman_custom_mana_Description"	"Restores <b><font color='#53ea48'>%dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT%</font></b> mana per second."
		
		"DOTA_Tooltip_Ability_item_null_talisman_custom"	"Null Talisman"
		"DOTA_Tooltip_ability_item_null_talisman_custom_Description"	"<h1>Active: Regen</h1>Restores %mana% mana over %duration% seconds for each Null Talisman"
		"DOTA_Tooltip_ability_item_null_talisman_custom_Lore"	"A small precious gem on several chains."
		"DOTA_Tooltip_ability_item_null_talisman_custom_int"	"+$int"
		"DOTA_Tooltip_ability_item_null_talisman_custom_str"	"+$str"
		"DOTA_Tooltip_ability_item_null_talisman_custom_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_null_talisman_custom_spell"	"%+$spell_amp"
		"DOTA_Tooltip_ability_item_null_talisman_custom_regen"	"+$mana_regen"

		"DOTA_Tooltip_modifier_item_bracer_custom_heal"	"Bracer"
		"DOTA_Tooltip_modifier_item_bracer_custom_heal_Description"	"Restores <b><font color='#53ea48'>%dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%</font></b> health per second."
	
		"DOTA_Tooltip_Ability_item_bracer_custom"	"Bracer"
		"DOTA_Tooltip_ability_item_bracer_custom_Description"	"<h1>Active: Regen</h1>Restores %heal% health over %duration% seconds for each Bracer"
		"DOTA_Tooltip_ability_item_bracer_custom_Lore"	"Bracers will be suitable if you need to strengthen defense and increase survivability."
		"DOTA_Tooltip_ability_item_bracer_custom_str"	"+$str"
		"DOTA_Tooltip_ability_item_bracer_custom_int"	"+$int"
		"DOTA_Tooltip_ability_item_bracer_custom_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_bracer_custom_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_bracer_custom_regen"	"+$hp_regen"

		"DOTA_Tooltip_ability_item_ranged_cleave"	"Holy book"
		"DOTA_Tooltip_ability_item_ranged_cleave_Description"	"<h1> Passive: Splitfire </h1> RANGED ATTACKS ONLY: your attacks gain an additional target."
		"DOTA_Tooltip_ability_item_ranged_cleave_max_target"	"+ goals"
		"DOTA_Tooltip_ability_item_ranged_cleave_bonus_range"	"+ Attack range increase"
		"DOTA_Tooltip_ability_item_ranged_cleave_split_shot_damage"	"%Additional arrow damage"
		"DOTA_Tooltip_ability_item_ranged_cleave_bonus_str"	"+$str"
		"DOTA_Tooltip_ability_item_ranged_cleave_bonus_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_ranged_cleave_bonus_dmg"	"+$damage"
		"DOTA_Tooltip_ability_item_ranged_cleave_radius"	"Target search radius:"
		"DOTA_Tooltip_ability_item_ranged_cleave2_radius"	"Target search radius:"
		"DOTA_Tooltip_ability_item_ranged_cleave3_radius"	"Target search radius:"

		"DOTA_Tooltip_ability_item_ranged_cleave2"	"Holy book 2"
		"DOTA_Tooltip_ability_item_ranged_cleave2_Description"	"<h1> Passive: Splitfire </h1> RANGED ATTACKS ONLY: your attacks gain an additional target."
		"DOTA_Tooltip_ability_item_ranged_cleave2_max_target"	"+ goals"
		"DOTA_Tooltip_ability_item_ranged_cleave2_bonus_range"	"+ Attack range increase"
		"DOTA_Tooltip_ability_item_ranged_cleave2_split_shot_damage"	"%Additional arrow damage"
		"DOTA_Tooltip_ability_item_ranged_cleave2_bonus_str"	"+$str"
		"DOTA_Tooltip_ability_item_ranged_cleave2_bonus_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_ranged_cleave2_bonus_dmg"	"+$damage"

		"DOTA_Tooltip_ability_item_talisman_of_ambition"	"Talisman of Ambition"
		"DOTA_Tooltip_ability_item_talisman_of_ambition_Description"	"<h1>Activatable: Shadow movements</h1> Allied unit gains an additional %evasion%% evasion for %duration% seconds"
		"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_movespeed"	"+$move_speed"

		"DOTA_Tooltip_ability_item_talisman_of_mastery"	"Talisman of Mastery"
		"DOTA_Tooltip_ability_item_talisman_of_mastery_Description"	"<h1>Passive: Minder</h1> The owner receives additional experience for any damage dealt to heroes, depending on the damage dealt, in the amount of %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
		"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_attack"	"+$damage"
		"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_str"	"+$str"
		"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_hp_regen"	"+$hp_regen"

		"DOTA_Tooltip_ability_item_fury_shield"	"Fury Shield"
		"DOTA_Tooltip_ability_item_fury_shield_Description"	"<h1>Activated: Protection</h1> The owner gains %active_bonus_aspeed% additional attack speed and %block_damage% units of blocking incoming physical damage for %shield_duration% seconds."
		"DOTA_Tooltip_ability_item_fury_shield_bonus_stats"	"+$all"
		"DOTA_Tooltip_ability_item_fury_shield_active_bonus_aspeed"	"ATTACK SPEED:"
		"DOTA_Tooltip_ability_item_fury_shield_shield_duration"	"DURATION:"
		"DOTA_Tooltip_ability_item_fury_shield_block_damage"	"BLOCKING PHYSICAL ATTACKS:"

		"DOTA_Tooltip_ability_item_piercing_blade"	"Piercing Blade"
		"DOTA_Tooltip_ability_item_piercing_blade_Description"	"<h1>Passive: Pierce</h1>Reduces hero's outgoing damage by %pure_dmg%%, but any damage dealt by the hero also deals an additional %pure_dmg%% pure damage. Additionally, any damage dealt by the hero applies a stacking effect on the enemy, increasing the pure damage received from this item by %pure_dmg_stack%% for each effect.\n\n <h1>Passive: Minder</h1>For any damage dealt to heroes, the owner gains additional experience based on the damage dealt, equal to %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
		"DOTA_Tooltip_ability_item_piercing_blade_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_piercing_blade_bonus_mp"	"+$mana"
		"DOTA_Tooltip_ability_item_piercing_blade_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_piercing_blade_pure_dmg"	"%PURE DAMAGE:"
		"DOTA_Tooltip_ability_item_piercing_blade_pure_dmg_stack"	"DAMAGE FOR EACH DEBUFF:"
		"DOTA_Tooltip_ability_item_piercing_blade_pure_dmg_duratiom"	"DURATION OF DEBUFF:"

		"DOTA_Tooltip_ability_item_piercing_blade2"	"Piercing Blade 2"
		"DOTA_Tooltip_ability_item_piercing_blade2_Description"	"<h1>Passive: Pierce</h1>Reduces hero's outgoing damage by %pure_dmg%%, but any damage dealt by the hero also deals an additional %pure_dmg%% pure damage. Additionally, any damage dealt by the hero applies a stacking effect on the enemy, increasing the pure damage received from this item by %pure_dmg_stack%% for each effect.\n\n <h1>Passive: Minder</h1>For any damage dealt to heroes, the owner gains additional experience based on the damage dealt, equal to %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
		"DOTA_Tooltip_ability_item_piercing_blade2_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_piercing_blade2_bonus_mp"	"+$mana"
		"DOTA_Tooltip_ability_item_piercing_blade2_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_piercing_blade2_pure_dmg"	"%PURE DAMAGE:"
		"DOTA_Tooltip_ability_item_piercing_blade2_pure_dmg_stack"	"DAMAGE FOR EACH DEBUFF:"
		"DOTA_Tooltip_ability_item_piercing_blade2_pure_dmg_duratiom"	"DURATION OF DEBUFF:
		"
		"DOTA_Tooltip_ability_item_piercing_blade3"	"Piercing Blade 3"
		"DOTA_Tooltip_ability_item_piercing_blade3_Description"	"<h1>Passive: Pierce</h1>Reduces hero's outgoing damage by %pure_dmg%%, but any damage dealt by the hero also deals an additional %pure_dmg%% pure damage. Additionally, any damage dealt by the hero applies a stacking effect on the enemy, increasing the pure damage received from this item by %pure_dmg_stack%% for each effect.\n\n <h1>Passive: Minder</h1>For any damage dealt to heroes, the owner gains additional experience based on the damage dealt, equal to %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
		"DOTA_Tooltip_ability_item_piercing_blade3_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_piercing_blade3_bonus_mp"	"+$mana"
		"DOTA_Tooltip_ability_item_piercing_blade3_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_piercing_blade3_pure_dmg"	"%PURE DAMAGE:"
		"DOTA_Tooltip_ability_item_piercing_blade3_pure_dmg_stack"	"DAMAGE FOR EACH DEBUFF:"
		"DOTA_Tooltip_ability_item_piercing_blade3_pure_dmg_duratiom"	"DURATION OF DEBUFF:"

		"DOTA_Tooltip_modifier_item_piercing_blade_debuf"	"Piercing Blade"
		"DOTA_Tooltip_modifier_item_piercing_blade_debuf_Description"	"Each stack increases the net damage taken by you."
		"DOTA_Tooltip_ability_item_chest_of_midas"	"Chest Of Midas"
		"DOTA_Tooltip_ability_item_chest_of_midas_Description"	"<h1>Passive: Chest Of Midas</h1>The owner receives %xp% experience and %gold% gold for each attack by enemy heroes on themselves."
		"DOTA_Tooltip_ability_item_chest_of_midas_bonus_armor"	"+$armor"

		"DOTA_Tooltip_Ability_item_dagon_custom"									"Dagon 6"
		"DOTA_Tooltip_ability_item_dagon_custom_Description"						"<h1>Active: Energy Burst</h1> Emits a powerful burst of magical damage upon target unit and <b><font color='#53ea48'>all enemies in %aoe_radius%</font></b>. Heals for %active_heal%%% of damage dealt to the primary target<br><br>Damage: %damage%<br>Range: %abilitycastrange%<br>Mana Cost: %mana_cost_tooltip%"
		"DOTA_Tooltip_ability_item_dagon_custom_Lore"								"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user."
		"DOTA_Tooltip_ability_item_dagon_custom_Note0"								"Instantly kills illusions."
		"DOTA_Tooltip_ability_item_dagon_custom_bonus_stats"						"+$all"
		"DOTA_Tooltip_ability_item_dagon_custom_spell_lifesteal"					"%+$spell_lifesteal"
		"DOTA_Tooltip_ability_item_dagon_custom_int_damage"							"%INT TO DMG"

